Category,x,y,amount
ant,13.7924134560622,42.9565974790704,0
ant,2.970295726276,54.82371525946,0
ant,3.42266081015386,45.79257897377,0
ant,2,57,0
ant,4.0689614199983,50.9048984540221,0
ant,37.0244744690528,11.3654968106644,0
ant,15.7042154979658,24.9837417096942,0
ant,23.3812102798225,16.7241179142022,0
ant,23.947395580432,35.1089005646303,0
ant,17.8835225806767,32.4337318373996,0
ant,38,25.4155973146429,0
ant,4.33956672475294,56.3771309775291,0
ant,6.75202387111077,24.7618060774964,0
ant,37.2009608147101,16.7238607867215,0
ant,35.5788812293652,44.6258234981722,0
chemical,0,0,0.568687762649275
chemical,1,0,0.773416866462083
chemical,2,0,0.92653742673056
chemical,3,0,0.963831645690876
chemical,4,0,0.866042836259973
chemical,5,0,0.676215983056043
chemical,6,0,0.465573172359525
chemical,7,0,0.292005213629469
chemical,8,0,0.173819323691955
chemical,9,0,0.101643368243156
chemical,10,0,0.057891659467689
chemical,11,0,0.030688882686838
chemical,12,0,0.014230924201966
chemical,13,0,0.005431743893678
chemical,14,0,0.001616159166196
chemical,15,0,3.56E-04
chemical,16,0,6.07E-05
chemical,17,0,8.23E-06
chemical,18,0,9.35E-07
chemical,19,0,9.57E-08
chemical,20,0,9.74E-09
chemical,21,0,1.05E-09
chemical,22,0,1.19E-10
chemical,23,0,1.32E-11
chemical,24,0,1.38E-12
chemical,25,0,1.35E-13
chemical,26,0,1.22E-14
chemical,27,0,1.04E-15
chemical,28,0,1.02E-16
chemical,29,0,2.66E-17
chemical,30,0,1.86E-17
chemical,31,0,1.67E-17
chemical,32,0,1.64E-17
chemical,33,0,1.72E-17
chemical,34,0,1.88E-17
chemical,35,0,2.04E-17
chemical,36,0,2.13E-17
chemical,37,0,2.09E-17
chemical,38,0,1.86E-17
chemical,0,1,0.855137259914683
chemical,1,1,1.22321080652972
chemical,2,1,1.5348564206404
chemical,3,1,1.63479936388936
chemical,4,1,1.48362539241667
chemical,5,1,1.16345108162762
chemical,6,1,0.836937871162685
chemical,7,1,0.590982591277991
chemical,8,1,0.431162680654928
chemical,9,1,0.310895910976256
chemical,10,1,0.205335158748105
chemical,11,1,0.115399731082089
chemical,12,1,0.05215816212113
chemical,13,1,0.018039190139976
chemical,14,1,0.004541279732901
chemical,15,1,8.76E-04
chemical,16,1,1.32E-04
chemical,17,1,1.61E-05
chemical,18,1,1.65E-06
chemical,19,1,1.52E-07
chemical,20,1,1.40E-08
chemical,21,1,1.41E-09
chemical,22,1,1.55E-10
chemical,23,1,1.71E-11
chemical,24,1,1.80E-12
chemical,25,1,1.77E-13
chemical,26,1,1.64E-14
chemical,27,1,1.69E-15
chemical,28,1,4.11E-16
chemical,29,1,2.69E-16
chemical,30,1,2.29E-16
chemical,31,1,2.12E-16
chemical,32,1,2.13E-16
chemical,33,1,2.30E-16
chemical,34,1,2.56E-16
chemical,35,1,2.83E-16
chemical,36,1,3.00E-16
chemical,37,1,2.97E-16
chemical,38,1,2.67E-16
chemical,0,2,1.21823267215673
chemical,1,2,1.90493622809386
chemical,2,2,2.54481638529068
chemical,3,2,2.84960002120433
chemical,4,2,2.61371012588367
chemical,5,2,2.13212618169994
chemical,6,2,1.68209052170371
chemical,7,2,1.44265195736246
chemical,8,2,1.26091123362194
chemical,9,2,1.01926902176695
chemical,10,2,0.693014714773803
chemical,11,2,0.375004906087455
chemical,12,2,0.153197655254358
chemical,13,2,0.044887041143542
chemical,14,2,0.010057183599219
chemical,15,2,0.001747490277278
chemical,16,2,2.42E-04
chemical,17,2,2.73E-05
chemical,18,2,2.58E-06
chemical,19,2,2.17E-07
chemical,20,2,1.82E-08
chemical,21,2,1.71E-09
chemical,22,2,1.81E-10
chemical,23,2,1.98E-11
chemical,24,2,2.09E-12
chemical,25,2,2.10E-13
chemical,26,2,2.33E-14
chemical,27,2,5.73E-15
chemical,28,2,3.68E-15
chemical,29,2,3.03E-15
chemical,30,2,2.65E-15
chemical,31,2,2.50E-15
chemical,32,2,2.58E-15
chemical,33,2,2.86E-15
chemical,34,2,3.26E-15
chemical,35,2,3.66E-15
chemical,36,2,3.93E-15
chemical,37,2,3.93E-15
chemical,38,2,3.56E-15
chemical,0,3,1.52160287490875
chemical,1,3,2.52672118635226
chemical,2,3,3.76121460804031
chemical,3,3,4.32302560340188
food,3,3,2
chemical,4,3,4.20139922612589
food,4,3,2
chemical,5,3,3.56299013794746
food,5,3,1
chemical,6,3,3.36703841237549
food,6,3,2
chemical,7,3,3.37233407506287
food,7,3,2
chemical,8,3,3.31245284458714
chemical,9,3,2.75631168835082
chemical,10,3,1.83859822193189
chemical,11,3,0.912746326666623
chemical,12,3,0.318788398243535
chemical,13,3,0.085027090602678
chemical,14,3,0.017437943903846
chemical,15,3,0.002837028812568
chemical,16,3,3.71E-04
chemical,17,3,3.97E-05
chemical,18,3,3.56E-06
chemical,19,3,2.81E-07
chemical,20,3,2.18E-08
chemical,21,3,1.90E-09
chemical,22,3,1.94E-10
chemical,23,3,2.10E-11
chemical,24,3,2.27E-12
chemical,25,3,2.74E-13
chemical,26,3,7.14E-14
chemical,27,3,4.67E-14
chemical,28,3,3.84E-14
chemical,29,3,3.25E-14
chemical,30,3,2.87E-14
chemical,31,3,2.75E-14
chemical,32,3,2.90E-14
chemical,33,3,3.30E-14
chemical,34,3,3.85E-14
chemical,35,3,4.40E-14
chemical,36,3,4.78E-14
chemical,37,3,4.82E-14
chemical,38,3,4.40E-14
chemical,0,4,1.60318969233018
chemical,1,4,2.76519726410624
chemical,2,4,4.18907274324604
chemical,3,4,5.36776826747073
food,3,4,2
chemical,4,4,5.0964130083852
food,4,4,2
chemical,5,4,5.2442088856733
food,5,4,2
chemical,6,4,5.52653050399974
food,6,4,2
chemical,7,4,6.37742301079137
food,7,4,2
chemical,8,4,6.39829476985125
chemical,9,4,5.50337415383008
chemical,10,4,3.47292870841967
chemical,11,4,1.50253700536822
chemical,12,4,0.494422763513599
chemical,13,4,0.123028901695701
chemical,14,4,0.0241398597821
chemical,15,4,0.003773136447734
chemical,16,4,4.78E-04
chemical,17,4,4.96E-05
chemical,18,4,4.30E-06
chemical,19,4,3.25E-07
chemical,20,4,2.38E-08
chemical,21,4,1.96E-09
chemical,22,4,1.93E-10
chemical,23,4,2.13E-11
chemical,24,4,2.79E-12
chemical,25,4,7.92E-13
chemical,26,4,5.41E-13
chemical,27,4,4.54E-13
chemical,28,4,3.83E-13
chemical,29,4,3.25E-13
chemical,30,4,2.89E-13
chemical,31,4,2.81E-13
chemical,32,4,3.04E-13
chemical,33,4,3.55E-13
chemical,34,4,4.22E-13
chemical,35,4,4.91E-13
chemical,36,4,5.40E-13
chemical,37,4,5.50E-13
chemical,38,4,5.07E-13
chemical,0,5,1.42116415906322
chemical,1,5,2.40758201415079
chemical,2,5,3.689859542335
chemical,3,5,4.477694749468
food,3,5,2
chemical,4,5,4.99663576638972
food,4,5,2
chemical,5,5,5.64414010356157
food,5,5,2
chemical,6,5,7.35100649891431
food,6,5,2
chemical,7,5,7.59697067623656
food,7,5,2
chemical,8,5,8.58849752349675
