Category,x,y,amount
ant,24.3500716826738,31.1004512019165,0
ant,38,31.1557253047527,0
ant,24.3730887301933,32.1447896034032,0
ant,33.0590471848078,31.0314874884962,0
ant,2.3689778123325,57,0
ant,10.9331630452693,8.75898599377402,0
ant,37.8606782501576,9.34011697483951,0
ant,19.8460820080916,2.53256231846521,0
ant,16.3604589040828,39.0925052887965,0
ant,30.4112248968826,20.6639439415477,0
ant,7.25969147241744,28.4692387447434,0
ant,19.6126867303275,27.7074962420349,0
ant,22.6247126948956,28.39698496416,0
ant,28.4861392157071,54.4092056955259,0
ant,23.1299532355266,33.7413022381239,0
chemical,0,0,0.552238523055334
chemical,1,0,0.522564298717109
chemical,2,0,0.497976754248565
chemical,3,0,0.474456584360433
chemical,4,0,0.448723298324182
chemical,5,0,0.418805833159294
chemical,6,0,0.384042959913874
chemical,7,0,0.344914158643819
chemical,8,0,0.302739025024733
chemical,9,0,0.259317111413945
chemical,10,0,0.216572854069748
chemical,11,0,0.176258049656711
chemical,12,0,0.139745159958158
chemical,13,0,0.107922801694326
chemical,14,0,0.08118500601844
chemical,15,0,0.059491976916171
chemical,16,0,0.042473770120603
chemical,17,0,0.029549025651433
chemical,18,0,0.020036583199257
chemical,19,0,0.013245874091808
chemical,20,0,0.008540045624995
chemical,21,0,0.005372217046242
chemical,22,0,0.003299373878472
chemical,23,0,0.001980219260488
chemical,24,0,0.001163331718565
chemical,25,0,6.71E-04
chemical,26,0,3.82E-04
chemical,27,0,2.17E-04
chemical,28,0,1.25E-04
chemical,29,0,7.60E-05
chemical,30,0,5.05E-05
chemical,31,0,3.82E-05
chemical,32,0,3.27E-05
chemical,33,0,3.08E-05
chemical,34,0,3.05E-05
chemical,35,0,3.07E-05
chemical,36,0,3.08E-05
chemical,37,0,3.03E-05
chemical,38,0,2.91E-05
chemical,0,1,0.51332492441513
chemical,1,1,0.477056679442973
chemical,2,1,0.450444485807311
chemical,3,1,0.42681830085289
chemical,4,1,0.402376756218234
chemical,5,1,0.374934186005425
chemical,6,1,0.343652664784168
chemical,7,1,0.308782169048918
chemical,8,1,0.271358778429492
chemical,9,1,0.232875592146
chemical,10,1,0.19496664454712
chemical,11,1,0.159142668386379
chemical,12,1,0.126605133557526
chemical,13,1,0.098148128957478
chemical,14,1,0.074141557284862
chemical,15,1,0.054577383175892
chemical,16,1,0.03915498000531
chemical,17,1,0.027381757697598
chemical,18,1,0.018669690717083
chemical,19,1,0.012414994248736
chemical,20,1,0.008055029441054
chemical,21,1,0.005102139695441
chemical,22,1,0.003157842437984
chemical,23,1,0.001912581337229
chemical,24,1,0.00113646364584
chemical,25,1,6.66E-04
chemical,26,1,3.88E-04
chemical,27,1,2.28E-04
chemical,28,1,1.39E-04
chemical,29,1,9.18E-05
chemical,30,1,6.78E-05
chemical,31,1,5.68E-05
chemical,32,1,5.28E-05
chemical,33,1,5.23E-05
chemical,34,1,5.33E-05
chemical,35,1,5.45E-05
chemical,36,1,5.52E-05
chemical,37,1,5.49E-05
chemical,38,1,5.31E-05
chemical,0,2,0.479270854906447
chemical,1,2,0.440106889648009
chemical,2,2,0.411693179771057
chemical,3,2,0.387778644734565
chemical,4,2,0.364247644397961
chemical,5,2,0.338739659162591
chemical,6,2,0.310248862336861
chemical,7,2,0.278823594915325
chemical,8,2,0.245262927209894
chemical,9,2,0.210809047516846
chemical,10,2,0.176859578394203
chemical,11,2,0.144728392723494
chemical,12,2,0.115475700339758
chemical,13,2,0.089815203115323
chemical,14,2,0.068092941517171
chemical,15,2,0.050322483713686
chemical,16,2,0.036256002360443
