Category,x,y,amount
ant,34.5236038487222,41.0308457938456,0
ant,7.93876674457489,2,0
ant,28.7346226507438,32.3972469169909,0
ant,38,10.4158776691716,0
ant,18.0298717817613,22.8625301632481,0
ant,9.11927506879576,55.3425434526043,0
ant,9.7565144645485,52.1731653499101,0
ant,21.3116225337534,33.549794216236,0
ant,38,21.9964233702641,0
ant,38,24.5554276971398,0
ant,5.35742317002187,5.31612959498048,0
ant,33.2529709955802,36.528657175763,0
ant,2.15700786872883,5.6775449515565,0
ant,2.1033832275501,23.9643383849917,0
ant,2,21.2936356504876,0
chemical,0,0,11.6431280168559
chemical,1,0,15.3785884926963
chemical,2,0,19.868752468333
chemical,3,0,24.5497691711669
chemical,4,0,28.7459214515213
chemical,5,0,31.9597932174771
chemical,6,0,34.1932559644228
chemical,7,0,35.8024860466179
chemical,8,0,37.3053720055657
chemical,9,0,37.7409418769278
chemical,10,0,36.0115427860518
chemical,11,0,31.108086191809
chemical,12,0,24.755983188849
chemical,13,0,18.7575554903511
chemical,14,0,14.4588082489485
chemical,15,0,11.633954490681
chemical,16,0,9.7924478671718
chemical,17,0,8.59922271989717
chemical,18,0,7.82044501557289
chemical,19,0,7.38955374130961
chemical,20,0,7.2799833496416
chemical,21,0,7.44155621474863
chemical,22,0,7.76033615158394
chemical,23,0,8.1273508302527
chemical,24,0,8.52598147954243
chemical,25,0,9.17312180110445
chemical,26,0,9.99230318757989
chemical,27,0,10.2984163239526
chemical,28,0,9.46177575768732
chemical,29,0,7.57988714725042
chemical,30,0,5.88015665320999
chemical,31,0,5.00945571708649
chemical,32,0,5.1290311900004
chemical,33,0,5.76389656356908
chemical,34,0,6.6609575594211
chemical,35,0,7.50156768127155
chemical,36,0,7.97358896673127
chemical,37,0,7.9494137436304
chemical,38,0,7.55022927166948
chemical,0,1,15.4083433267094
chemical,1,1,20.6782005139673
chemical,2,1,27.097688517323
chemical,3,1,33.8019599468532
chemical,4,1,39.7025115198589
chemical,5,1,44.2244923859679
chemical,6,1,47.5583138064145
chemical,7,1,50.6516338438828
chemical,8,1,53.9084999211934
chemical,9,1,57.2601038952041
chemical,10,1,54.2397396162302
chemical,11,1,45.3874624522775
chemical,12,1,32.4920546290376
chemical,13,1,22.8419329405482
chemical,14,1,16.7721760122852
chemical,15,1,13.0556911340711
chemical,16,1,10.7624372790186
chemical,17,1,9.10622133666343
chemical,18,1,7.91139977401822
chemical,19,1,7.17915032597416
chemical,20,1,6.970492047572
chemical,21,1,7.14145024756683
chemical,22,1,7.52336586083677
chemical,23,1,7.99986451648713
chemical,24,1,8.64119648019778
chemical,25,1,9.95086619576834
chemical,26,1,14.675927218415
chemical,27,1,20.9788394766897
chemical,28,1,20.08820080198
chemical,29,1,14.3299866199851
chemical,30,1,6.43288196199299
chemical,31,1,4.98668419739878
chemical,32,1,5.1456573489019
chemical,33,1,6.05492273730471
chemical,34,1,7.35947041221865
chemical,35,1,8.55288457533756
chemical,36,1,9.12261937771098
chemical,37,1,8.89035415689997
chemical,38,1,8.14629218380167
chemical,0,2,21.4371626960495
chemical,1,2,29.4191006749303
chemical,2,2,39.068069199979
chemical,3,2,49.0641803549258
chemical,4,2,57.9124983870814
chemical,5,2,64.9741429998324
chemical,6,2,70.7962519162071
chemical,7,2,76.1360497868891
chemical,8,2,81.597654866809
chemical,9,2,83.2474600154066
chemical,10,2,79.7975117138187
chemical,11,2,59.2449261241797
chemical,12,2,40.2833170063385
chemical,13,2,26.9666253244232
chemical,14,2,19.0502880531733
chemical,15,2,14.8386959557668
chemical,16,2,12.129174257308
chemical,17,2,10.0013182745039
chemical,18,2,8.09230856192201
chemical,19,2,7.00299508344931
chemical,20,2,6.64497875484371
chemical,21,2,6.78254739064684
chemical,22,2,7.17900674960224
chemical,23,2,7.70395771223822
chemical,24,2,8.45280975094107
chemical,25,2,10.1942915643094
chemical,26,2,15.7150964579492
chemical,27,2,39.0273442149147
chemical,28,2,53.7741762619341
chemical,29,2,15.3543374386295
chemical,30,2,6.70527928736422
chemical,31,2,4.87270255684975
chemical,32,2,5.1514942009005
chemical,33,2,6.38145929625437
chemical,34,2,8.18326342749451
chemical,35,2,9.84875746156706
chemical,36,2,10.573283528965
chemical,37,2,10.1344560007634
chemical,38,2,9.00144113541904
chemical,0,3,29.6061232315571
chemical,1,3,41.665739597228
chemical,2,3,56.0990658375183
chemical,3,3,70.5351871510393
food,3,3,1
chemical,4,3,83.1164037086329
food,4,3,2
chemical,5,3,93.1063578905592
food,5,3,2
chemical,6,3,109.338324496497
food,6,3,2
chemical,7,3,116.435706001213
food,7,3,2
chemical,8,3,119.493096728616
chemical,9,3,109.578749393769
chemical,10,3,90.1578697335876
chemical,11,3,66.6602624966665
chemical,12,3,43.9317307423016
chemical,13,3,28.7024002896581
chemical,14,3,20.0279228745642
chemical,15,3,15.4539403164812
chemical,16,3,12.9661423635504
chemical,17,3,10.1459371218459
chemical,18,3,7.93768284918937
chemical,19,3,6.59766307272652
chemical,20,3,6.11299529269118
chemical,21,3,6.1622366770018
chemical,22,3,6.48427361782494
chemical,23,3,6.93588269575296
chemical,24,3,7.58583042475829
chemical,25,3,8.93794465457361
chemical,26,3,13.7327314846974
chemical,27,3,20.1200880546065
chemical,28,3,19.3149073730464
chemical,29,3,13.636006854193
chemical,30,3,5.82200210099593
chemical,31,3,4.50633611061404
chemical,32,3,4.93352714580927
chemical,33,3,6.35929332111648
chemical,34,3,8.44096077590668
chemical,35,3,10.4620108634571
chemical,36,3,11.4603201231358
chemical,37,3,11.0868349128262
chemical,38,3,9.91729999404009
chemical,0,4,39.2904760061259
chemical,1,4,56.9462024213534
chemical,2,4,77.487389699825
chemical,3,4,97.4072314178669
food,3,4,2
chemical,4,4,112.665262426039
food,4,4,2
chemical,5,4,124.048672830117
food,5,4,2
chemical,6,4,138.138378184321
food,6,4,1
chemical,7,4,431.97335789214
chemical,8,4,138.152890903951
chemical,9,4,113.748331519884
chemical,10,4,89.5110218440056
chemical,11,4,63.3756618944356
chemical,12,4,42.2295767824261
chemical,13,4,27.6206982741169
chemical,14,4,19.0612960087516
chemical,15,4,14.5311047920818
chemical,16,4,11.5979700477806
chemical,17,4,9.24947292426809
chemical,18,4,7.13649186442608
chemical,19,4,5.86392757049072
chemical,20,4,5.3234161194549
chemical,21,4,5.26115588786922
chemical,22,4,5.44242270065612
chemical,23,4,5.73252898906494
chemical,24,4,6.12640149165881
chemical,25,4,6.84820491970616
chemical,26,4,7.81375109128945
chemical,27,4,8.31480734278652
chemical,28,4,7.69265730573381
chemical,29,4,6.01685285497694
chemical,30,4,4.51405171745145
chemical,31,4,3.88621468643658
chemical,32,4,4.42726110177278
chemical,33,4,5.81938897748021
chemical,34,4,7.83568694777221
chemical,35,4,9.9178840799362
chemical,36,4,11.6839032851926
chemical,37,4,12.3817152735366
chemical,38,4,12.0844460344191
chemical,0,5,48.1141550419335
chemical,1,5,72.6978016942862
chemical,2,5,99.165160796583
chemical,3,5,122.012513423361
food,3,5,2
chemical,4,5,138.383544847438
food,4,5,2
chemical,5,5,204.267896863965
food,5,5,2
chemical,6,5,213.925363957528
food,6,5,1
chemical,7,5,143.319795982503
chemical,8,5,128.132718367984
chemical,9,5,99.4620984805291
chemical,10,5,76.2541645946641
chemical,11,5,54.2329054600353
chemical,12,5,36.5598410443354
chemical,13,5,24.3316229451142
chemical,14,5,16.7798814384995
chemical,15,5,12.3256745266061
chemical,16,5,9.54289254321778
chemical,17,5,7.47394758180045
chemical,18,5,5.9225464124275
chemical,19,5,4.87974710525252
chemical,20,5,4.36750539157831
chemical,21,5,4.2107408226662
chemical,22,5,4.24562524218431
chemical,23,5,4.36093461454028
chemical,24,5,4.51024337573327
chemical,25,5,4.65358686263177
chemical,26,5,4.71057399339225
chemical,27,5,4.54380589670645
chemical,28,5,4.11747660068715
chemical,29,5,3.56698996764751
chemical,30,5,3.16721296537935
chemical,31,5,3.16949996319585
chemical,32,5,3.74133833397787
chemical,33,5,4.94902574548246
chemical,34,5,6.68070072622394
chemical,35,5,8.72766032848305
chemical,36,5,11.4417297659647
chemical,37,5,17.2704800742333
chemical,38,5,18.2488960456389
chemical,0,6,53.3910660367576
chemical,1,6,80.225447362145
chemical,2,6,111.777156109188
chemical,3,6,131.687683662988
food,3,6,1
chemical,4,6,141.248011737982
food,4,6,2
chemical,5,6,145.534294805939
food,5,6,2
chemical,6,6,136.256631930351
chemical,7,6,164.266471529959
chemical,8,6,96.84397623067
chemical,9,6,76.507600910559
chemical,10,6,58.5385590639071
chemical,11,6,42.3676414265019
chemical,12,6,29.367717488823
chemical,13,6,20.0321859637341
chemical,14,6,13.8909948662951
chemical,15,6,10.0203192770242
chemical,16,6,7.52019335795064
chemical,17,6,5.81891525541745
chemical,18,6,4.6286061723841
chemical,19,6,3.84887618848987
chemical,20,6,3.39924237338529
chemical,21,6,3.19073079004886
chemical,22,6,3.12111231981154
chemical,23,6,3.11197609656476
chemical,24,6,3.10867975094088
chemical,25,6,3.07517315517168
chemical,26,6,2.98206992346171
chemical,27,6,2.81745799587886
chemical,28,6,2.60134290366328
chemical,29,6,2.40492013374049
chemical,30,6,2.3337414461049
chemical,31,6,2.51342228101266
chemical,32,6,3.06818794625295
chemical,33,6,4.09008715431976
chemical,34,6,5.59686654059842
chemical,35,6,7.66032219986502
chemical,36,6,11.2724059211135
chemical,37,6,18.4384434911856
chemical,38,6,35.0311373579361
