Category,x,y,amount
ant,11.5149306168504,28.8239758657647,0
ant,35.2215621017936,2.92303476384092,0
ant,23.5851840674065,39.424850190618,0
ant,11.8364590638884,57,0
ant,3.31473786449882,2,0
ant,38,25.7199289060556,0
ant,14.7037569915707,31.0315643340262,0
ant,22.9935908453896,26.1317895623403,0
ant,2,56.4826740175767,0
ant,33.6937318456356,3.32035027629196,0
ant,24.8447838351259,45.4651106067523,0
ant,4.39474730174617,36.4152714846783,0
ant,19.9315260196779,39.0823316330196,0
ant,33.6408114074052,31.8024937150436,0
ant,11.7725294171899,26.2100409492369,0
chemical,0,0,10.5300969789727
chemical,1,0,13.1787172069619
chemical,2,0,15.6388358591164
chemical,3,0,17.3612441366626
chemical,4,0,17.983086304004
chemical,5,0,17.4889934120615
chemical,6,0,15.9969236667516
chemical,7,0,13.845115579184
chemical,8,0,11.4268662769165
chemical,9,0,9.10116852582484
chemical,10,0,7.05716222601737
chemical,11,0,5.34752865710719
chemical,12,0,3.96018849881293
chemical,13,0,2.86164215559796
chemical,14,0,2.01466352932357
chemical,15,0,1.38165762295129
chemical,16,0,0.924464335317237
chemical,17,0,0.605179865823197
chemical,18,0,0.388686166046558
chemical,19,0,0.245293831392245
chemical,20,0,0.152034731193709
chemical,21,0,0.092348666693784
chemical,22,0,0.054818112011612
chemical,23,0,0.031727803937623
chemical,24,0,0.01789269628154
chemical,25,0,0.00984724053151
chemical,26,0,0.005312682700922
chemical,27,0,0.002834355938665
chemical,28,0,0.001519057860057
chemical,29,0,8.41E-04
chemical,30,0,5.02E-04
chemical,31,0,3.40E-04
chemical,32,0,2.67E-04
chemical,33,0,2.39E-04
chemical,34,0,2.30E-04
chemical,35,0,2.30E-04
chemical,36,0,2.30E-04
chemical,37,0,2.27E-04
chemical,38,0,2.18E-04
chemical,0,1,13.3718453924029
chemical,1,1,17.699489680492
chemical,2,1,21.5523683314749
chemical,3,1,23.2783992808523
chemical,4,1,23.243529656873
chemical,5,1,21.7916837069213
chemical,6,1,19.478366386948
chemical,7,1,16.5157070700613
chemical,8,1,13.367218979004
chemical,9,1,10.5255805837857
chemical,10,1,8.091614195474
